facility_type,district,realm,series,course,subject,match_basis,registered_period,total_minutes,tuition_fee_krw,total_fee_krw,hourly_tuition_krw,explicit_one_month,qc_hourly_extreme
teaching_center,강남구,예능(대),예능(중),음악,피아노C(중급),subject,,756,170000,170000,13492,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노D(중급),subject,,1008,180000,180000,10714,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노E(중급),subject,,1050,160000,160000,9143,False,False
teaching_center,강남구,예능(대),예능(중),음악,고급1(피아노),subject,,924,190000,190000,12338,False,False
teaching_center,강남구,예능(대),예능(중),음악,고급2(피아노),subject,,924,200000,200000,12987,False,False
teaching_center,강남구,예능(대),예능(중),음악,중급1(피아노),subject,,924,170000,170000,11039,False,False
teaching_center,강남구,예능(대),예능(중),음악,중급2(피아노),subject,,924,180000,180000,11688,False,False
teaching_center,강남구,예능(대),예능(중),음악,초급(피아노),subject,,924,160000,160000,10390,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노(입시),subject,,756,160000,160000,12698,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급,subject,,1260,130000,130000,6190,False,False
teaching_center,강남구,예능(대),예능(중),음악,일반1,music_named_facility,,1050,130000,130000,7429,False,False
teaching_center,강남구,예능(대),예능(중),음악,일반2,music_named_facility,,1260,140000,140000,6667,False,False
teaching_center,강남구,예능(대),예능(중),음악,일반3,music_named_facility,,1260,150000,150000,7143,False,False
teaching_center,강남구,예능(대),예능(중),음악,"피아노(초,중,고)",subject,,720,200160,200160,16680,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노바이엘,subject,,1050,90000,90000,5143,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노체르니,subject,,1050,100000,100000,5714,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급,subject,,756,150000,150000,11905,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급,subject,,756,140000,140000,11111,False,False
teaching_center,강남구,예능(대),예능(중),음악,고등 피아노,subject,,1200,140000,140000,7000,False,False
teaching_center,강남구,예능(대),예능(중),음악,유치부 피아노,subject,,1200,100000,100000,5000,False,False
teaching_center,강남구,예능(대),예능(중),음악,중등 피아노,subject,,1200,140000,140000,7000,False,False
teaching_center,강남구,예능(대),예능(중),음악,초등 피아노,subject,,1200,120000,120000,6000,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시,subject,,756,250000,250000,19841,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시,subject,,1260,400000,400000,19048,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급,subject,,504,130000,130000,15476,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급,subject,,756,140000,140000,11111,False,False
teaching_center,강남구,예능(대),예능(중),예능(중),피아노 입시,subject,,588,200000,200000,20408,False,False
teaching_center,강남구,예능(대),예능(중),예능(중),피아노 중급,subject,,1008,190000,190000,11310,False,False
teaching_center,강남구,예능(대),예능(중),예능(중),피아노 초급,subject,,1008,180000,180000,10714,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시,subject,,1512,250000,250000,9921,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급,subject,,1512,200000,200000,7937,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시,subject,,720,240000,240000,20000,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급,subject,,720,200000,200000,16667,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급,subject,,720,140000,140000,11667,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 중급,subject,,600,160000,160000,16000,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 초급,subject,,780,140000,140000,10769,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노고급A-1(입시),subject,,504,160000,160000,19048,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노고급A-2(입시),subject,,630,180000,180000,17143,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노고급B-1(입시),subject,,504,170000,170000,20238,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노고급B-2(입시),subject,,630,190000,190000,18095,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급A-1,subject,,504,140000,140000,16667,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급A-2,subject,,630,160000,160000,15238,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급B-1,subject,,546,150000,150000,16484,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급B-2,subject,,630,170000,170000,16190,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급A,subject,,672,130000,130000,11607,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급B,subject,,756,150000,150000,11905,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 고급(입시),subject,,720,200000,200000,16667,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 기초,subject,,720,140000,140000,11667,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 중급,subject,,600,160000,160000,16000,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시1,subject,,798,280000,280000,21053,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시10,subject,,1512,500000,500000,19841,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시2,subject,,840,300000,300000,21429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시3,subject,,903,320000,320000,21262,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시4,subject,,1008,350000,350000,20833,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시5,subject,,1197,420000,420000,21053,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시6,subject,,1365,480000,480000,21099,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시7,subject,,1575,560000,560000,21333,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시8,subject,,1260,450000,450000,21429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시9,subject,,1680,550000,550000,19643,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급1,subject,,420,110000,110000,15714,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급2,subject,,483,130000,130000,16149,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급3,subject,,546,150000,150000,16484,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급4,subject,,630,170000,170000,16190,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급5,subject,,756,210000,210000,16667,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급6,subject,,840,220000,220000,15714,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급7,subject,,1050,240000,240000,13714,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급1,subject,,378,70000,70000,11111,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급2,subject,,420,80000,80000,11429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급3,subject,,462,90000,90000,11688,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급4,subject,,525,100000,100000,11429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급5,subject,,630,120000,120000,11429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급6,subject,,714,140000,140000,11765,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급7,subject,,819,160000,160000,11722,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급8,subject,,924,180000,180000,11688,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급9,subject,,1050,200000,200000,11429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 입시,subject,,1008,320000,320000,19048,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 입시,subject,,1134,360000,360000,19048,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 중급A,subject,,504,110000,110000,13095,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 중급B,subject,,504,120000,120000,14286,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 초급A,subject,,504,90000,90000,10714,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 초급B,subject,,546,100000,100000,10989,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 입시,subject,,294,100000,100000,20408,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 중급,subject,,546,150000,150000,16484,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 초급,subject,,882,170000,170000,11565,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 입시A,subject,,1008,360000,360000,21429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 입시B,subject,,1260,450000,450000,21429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 중급A,subject,,756,200000,200000,15873,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 중급B,subject,,819,220000,220000,16117,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 중급C,subject,,882,240000,240000,16327,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 초급A,subject,,819,160000,160000,11722,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 초급B,subject,,945,180000,180000,11429,False,False
teaching_center,강남구,예능(대),예능(중),음악,파아노초급,music_named_facility,,1200,200000,200000,10000,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시,subject,,1200,400000,400000,20000,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급,subject,,1200,220000,220000,11000,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노A,subject,,630,180000,180000,17143,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노B,subject,,540,160000,160000,17778,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노C,subject,,462,140000,140000,18182,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노D,subject,,630,200000,200000,19048,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노E,subject,,504,180000,180000,21429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노F,subject,,756,250000,250000,19841,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노G,subject,,588,210000,210000,21429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노H,subject,,1134,360000,360000,19048,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노I,subject,,1890,640000,640000,20317,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 중급,subject,,588,160000,160000,16327,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 초급,subject,,756,140000,140000,11111,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노고급,subject,,504,120000,120000,14286,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노고급,subject,,756,130000,130000,10317,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노고급,subject,,1260,140000,140000,6667,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급1,subject,,504,100000,100000,11905,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급1,subject,,756,110000,110000,8730,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급1,subject,,1260,120000,120000,5714,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급2,subject,,504,110000,110000,13095,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급2,subject,,756,120000,120000,9524,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급2,subject,,1260,130000,130000,6190,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급,subject,,504,90000,90000,10714,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급,subject,,630,100000,100000,9524,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급,subject,,1050,110000,110000,6286,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노,subject,,1260,120000,120000,5714,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노,subject,,1260,130000,130000,6190,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노,subject,,1260,140000,140000,6667,False,False
teaching_center,강남구,예능(대),예능(중),음악,입시1PIANO,subject,,639,220000,220000,20657,False,False
teaching_center,강남구,예능(대),예능(중),음악,입시2PIANO,subject,,697,240000,240000,20660,False,False
teaching_center,강남구,예능(대),예능(중),음악,입시3PIANO,subject,,872,300000,300000,20642,False,False
teaching_center,강남구,예능(대),예능(중),음악,중급1PIANO,subject,,708,190000,190000,16102,False,False
teaching_center,강남구,예능(대),예능(중),음악,중급2PIANO,subject,,746,200000,200000,16086,False,False
teaching_center,강남구,예능(대),예능(중),음악,초급1PIANO,subject,,837,160000,160000,11470,False,False
teaching_center,강남구,예능(대),예능(중),음악,초급2PIANO,subject,,890,170000,170000,11461,False,False
teaching_center,강남구,예능(대),예능(중),음악,초급3PIANO,subject,,942,180000,180000,11465,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시,subject,,1260,400000,400000,19048,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급1,subject,,756,190000,190000,15079,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급2,subject,,756,200000,200000,15873,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급3,subject,,840,220000,220000,15714,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급1,subject,,756,150000,150000,11905,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급2,subject,,924,170000,170000,11039,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급3,subject,,924,180000,180000,11688,False,False
teaching_center,강남구,예능(대),예능(중),음악,입시 피아노,subject,,672,240000,240000,21429,False,False
teaching_center,강남구,예능(대),예능(중),음악,입시 피아노2,subject,,756,260000,260000,20635,False,False
teaching_center,강남구,예능(대),예능(중),음악,중급 피아노,subject,,819,220000,220000,16117,False,False
teaching_center,강남구,예능(대),예능(중),음악,초급 피아노,subject,,1008,200000,200000,11905,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노입시,subject,,1500,500000,500000,20000,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노중급,subject,,1260,320000,320000,15238,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노초급,subject,,1408,280000,280000,11932,False,False
teaching_center,강남구,예능(대),예능(중),음악,바이엘,music_named_facility,,1000,150000,150000,9000,False,False
teaching_center,강남구,예능(대),예능(중),음악,체르니100,music_named_facility,,1000,160000,160000,9600,False,False
teaching_center,강남구,예능(대),예능(중),음악,체르니30,music_named_facility,,1000,170000,170000,10200,False,False
teaching_center,강남구,예능(대),예능(중),음악,체르니40,music_named_facility,,1000,180000,180000,10800,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노(고급),subject,,1200,180000,180000,9000,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노(중급),subject,,1200,170000,170000,8500,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노(초급),subject,,1200,160000,160000,8000,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 입시C,subject,,1008,350000,350000,20833,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 입시C-1,subject,,1260,400000,400000,19048,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 입시D,subject,,1470,500000,500000,20408,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 입시D-1,subject,,1470,500000,500000,20408,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 입시F,subject,,420,150000,150000,21429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 입시G,subject,,588,200000,200000,20408,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 중급B,subject,,819,220000,220000,16117,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 중급B-1,subject,,1008,230000,230000,13690,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 초급A,subject,,882,170000,170000,11565,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 초급A-1,subject,,945,180000,180000,11429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 초급E,subject,,630,120000,120000,11429,False,False
teaching_center,강남구,예능(대),예능(중),음악,피아노 초급H,subject,,756,130000,130000,10317,False,False
teaching_center,강동구,예능(대),예능(중),음악,"석세스4급(입시)(4주)(주3회, 회당50분)",music_named_facility,,600,160000,160000,16000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"예솔이, 퍼펙트(입시)(4.2주)(주3회, 회당45분)",music_named_facility,,567,150000,150000,15873,False,False
teaching_center,강동구,예능(대),예능(중),음악,"입시,석세스1~4급(4주)(주4회,회50분)",music_named_facility,,800,180000,180000,13500,False,False
teaching_center,강동구,예능(대),예능(중),음악,"입시,소곡/명곡(4주)(주4회,회50분)",music_named_facility,,800,200000,200000,15000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"작품(4주)(주3회, 회100분)",music_named_facility,,1200,310000,310000,15500,False,False
teaching_center,강동구,예능(대),예능(중),음악,"작품(4주)(주3회, 회100분)2",music_named_facility,,1200,320000,320000,16000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"작품(4주)(주5회, 회110분)",music_named_facility,,2200,550000,550000,15000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"작품(4주)(주5회, 회90분)",music_named_facility,,1800,400000,400000,13333,False,False
teaching_center,강동구,예능(대),예능(중),음악,"작품반(입시)(4주)(주1회, 회당170분)",music_named_facility,,680,180000,180000,15882,False,False
teaching_center,강동구,예능(대),예능(중),음악,"작품반(입시)(4주)(주2회, 회당120분)",music_named_facility,,960,260000,260000,16250,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노(체르니40)(주5회,회당50분)",subject,,1050,150000,150000,8571,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노(체르니50)(주5회,회당50분)",subject,,1050,160000,160000,9143,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노고급(체르니30(주5회,회당50분)",subject,,1050,140000,140000,8000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노중급(체르니100)(주5회, 회당50분)",subject,,1050,130000,130000,7429,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노초급(바이엘)(주5회,50분)",subject,,1050,120000,120000,6857,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 고급1(4주)(주3회, 회당50분)",music_named_facility,,800,190000,190000,14250,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 고급2(4주)(주3회, 회당60분)",music_named_facility,,720,190000,190000,15833,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 고급3(4주)(주3회, 회당65분)",music_named_facility,,780,200000,200000,15385,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 기초1(4주)(주1회, 회당120분)",music_named_facility,,480,130000,130000,16250,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 기초2(4주)(주2회, 회당65분)",music_named_facility,,520,140000,140000,16154,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 기초3(4주)(주2회, 회당70분)",music_named_facility,,560,150000,150000,16071,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 작품 심화1(4주)(주3회, 회당70분)",music_named_facility,,840,210000,210000,15000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 작품 심화2(4주)(주3회, 회당75분)",music_named_facility,,900,230000,230000,15333,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 작품 심화3(4주)(주3회, 회당80분)",music_named_facility,,960,240000,240000,15000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 작품1(4주)(주1회, 회당140분)",music_named_facility,,560,150000,150000,16071,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 작품2(4주)(주2회, 회당80분)",music_named_facility,,640,170000,170000,15938,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 작품3(4주)(주2회, 회당85분)",music_named_facility,,680,180000,180000,15882,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 작품4(4주)(주3회, 회당60분)",music_named_facility,,720,180000,180000,15000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 중급1(4주)(주2회, 회당75분)",music_named_facility,,600,160000,160000,16000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 중급2(4주)(주3회, 회당50분)",music_named_facility,,600,160000,160000,16000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 중급3(4주)(주2회, 회당55분)",music_named_facility,,660,170000,170000,15455,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노고급(주4회, 회60분)",subject,,1008,150000,150000,8929,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노초급(주4회, 회50분)",subject,,804,130000,130000,9701,False,False
teaching_center,강동구,예능(대),예능(중),음악,"중급(주5회,60분)",music_named_facility,,1260,120000,120000,5714,False,False
teaching_center,강동구,예능(대),예능(중),음악,"초급(주5회,60분)",music_named_facility,,1260,100000,100000,4762,False,True
teaching_center,강동구,예능(대),예능(중),음악,"입시피아노(주2회, 회60분)",subject,,504,120000,120000,14286,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노고급(주5회,회60분)",subject,,1260,160000,160000,7619,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노중급(주5회,회60분)",subject,,1260,150000,150000,7143,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노초급(주5회,회60분)",subject,,1260,140000,140000,6667,False,False
teaching_center,강동구,예능(대),예능(중),음악,"고급(주4회,회당70분)",music_named_facility,,1176,170000,170000,8673,False,False
teaching_center,강동구,예능(대),예능(중),음악,"중급I(주4회,회당60분)",music_named_facility,,1008,150000,150000,8929,False,False
teaching_center,강동구,예능(대),예능(중),음악,"중급II(주4회,회당70분)",music_named_facility,,1176,160000,160000,8163,False,False
teaching_center,강동구,예능(대),예능(중),음악,"초급(주4회,60분)",music_named_facility,,1008,140000,140000,8333,False,False
teaching_center,강동구,예능(대),예능(중),음악,피아노,subject,,252,25000,25000,5952,False,False
teaching_center,강동구,예능(대),예능(중),음악,"고급(주5회,60분)",music_named_facility,,1260,140000,140000,6667,False,False
teaching_center,강동구,예능(대),예능(중),음악,"바이엘(고급)(주5회,회60분)",music_named_facility,,1200,150000,150000,7500,False,False
teaching_center,강동구,예능(대),예능(중),음악,"바이엘(중급)(주5회,회60분)",music_named_facility,,1200,140000,140000,7000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"바이엘(초급)(주5회,회60분)",music_named_facility,,1200,130000,130000,6500,False,False
teaching_center,강동구,예능(대),예능(중),음악,"중급(주5호,60분)",music_named_facility,,1260,130000,130000,6190,False,False
teaching_center,강동구,예능(대),예능(중),음악,"초급(주5회,60분)",music_named_facility,,1260,120000,120000,5714,False,False
teaching_center,강동구,예능(대),예능(중),음악,입시피아노(주5회60분),subject,,1260,156000,156000,7429,False,False
teaching_center,강동구,예능(대),예능(중),음악,중급피아노(주5회60분),subject,,1260,147000,147000,7000,False,False
teaching_center,강동구,예능(대),예능(중),음악,초급피아노(주5회60분),subject,,1260,133000,133000,6333,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노고급(입시)(주3회,회60분)",subject,,756,180000,180000,14286,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노고급(주5회,회60분)",subject,,1260,180000,180000,8571,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노중급(입시)(주3회,회60분)",subject,,756,170000,170000,13492,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노중급(주5회,회60분)",subject,,1260,170000,170000,8095,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노초급(주5회,회60분)",subject,,1260,160000,160000,7619,False,False
teaching_center,강동구,예능(대),예능(중),음악,"고급반(주3회,회90분)",music_named_facility,,1134,150000,150000,7937,False,False
teaching_center,강동구,예능(대),예능(중),음악,"고급반(주5회,회60분)",music_named_facility,,1260,150000,150000,7143,False,False
teaching_center,강동구,예능(대),예능(중),음악,"기초반(주3회,회60분)",music_named_facility,,756,110000,110000,8730,False,False
teaching_center,강동구,예능(대),예능(중),음악,"기초반(주5회,회60분)",music_named_facility,,1260,120000,120000,5714,False,False
teaching_center,강동구,예능(대),예능(중),음악,"중급반(주3회,회90분)",music_named_facility,,1134,140000,140000,7407,False,False
teaching_center,강동구,예능(대),예능(중),음악,"중급반(주5회,회60분)",music_named_facility,,1260,140000,140000,6667,False,False
teaching_center,강동구,예능(대),예능(중),음악,"초급반(주3회,회90분)",music_named_facility,,1134,130000,130000,6878,False,False
teaching_center,강동구,예능(대),예능(중),음악,"초급반(주5회,회60분)",music_named_facility,,1260,130000,130000,6190,False,False
teaching_center,강동구,예능(대),예능(중),음악,피아노,subject,,252,30000,30000,7143,False,False
teaching_center,강동구,예능(대),예능(중),음악,피아노,subject,,252,30000,30000,7143,False,False
teaching_center,강동구,예능(대),예능(중),음악,"입시피아노(주5회, 회70분)",subject,,1470,350000,350000,14286,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노(주3회, 회100분)",subject,,1260,170000,170000,8095,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노(주3회, 회100분)",subject,,1260,180000,180000,8571,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노(중급)(주3회, 회90분)",subject,,1134,160000,160000,8466,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노(초급)(주3회, 회90분)",subject,,1134,140000,140000,7407,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노입시고습(4주)(주3회, 회70분)",subject,,840,180000,180000,12857,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노입시쇼팽(4주)(주2회, 회150분)",subject,,1200,300000,300000,15000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노입시중급A(4주)(주3회, 회60분)",subject,,720,150000,150000,12500,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노입시중급A(4주)(주4회, 회60분)",subject,,960,160000,160000,10000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노입시중급B(4주)(주3회, 회60분)",subject,,720,170000,170000,14167,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노입시초급(4주)(주2회, 회80분)",subject,,480,130000,130000,16250,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노입시초급(4주)(주3회, 회50분)",subject,,600,140000,140000,14000,False,False
teaching_center,강동구,예능(대),예능(중),음악,"피아노입시초급(4주)(주4회, 회50분)",subject,,800,150000,150000,11250,False,False
teaching_center,강동구,예능(대),예능(중),음악,피아노,subject,,252,18000,18000,4286,False,True
teaching_center,강동구,예능(대),예능(중),음악,중급(주5회60분),music_named_facility,,1260,75000,75000,3571,False,True
teaching_center,강동구,예능(대),예능(중),음악,초급(주5회60분),music_named_facility,,1260,70000,70000,3333,False,True
teaching_center,강동구,예능(대),예능(중),음악,"중급1(주3회, 회90분)",music_named_facility,,1134,170000,170000,8995,False,False
teaching_center,강동구,예능(대),예능(중),음악,"중급2(주5회, 회60분)",music_named_facility,,1260,190000,190000,9048,False,False
teaching_center,강동구,예능(대),예능(중),음악,"초급1(주4회, 회60분)",music_named_facility,,1008,140000,140000,8333,False,False
teaching_center,강동구,예능(대),예능(중),음악,"초급2(주3회, 회90분)",music_named_facility,,1134,160000,160000,8466,False,False
teaching_center,강동구,예능(대),예능(중),음악,"초급3(주4회, 회60분)",music_named_facility,,1008,150000,150000,8929,False,False
teaching_center,강동구,예능(대),예능(중),음악,입시(주5회60분),music_named_facility,,1260,156000,156000,7429,False,False
teaching_center,강동구,예능(대),예능(중),음악,중급(주5회50분),music_named_facility,,1050,147000,147000,8400,False,False
teaching_center,강동구,예능(대),예능(중),음악,초급(주5회50분),music_named_facility,,1050,133000,133000,7600,False,False
teaching_center,강동구,예능(대),예능(중),음악,"실용음악 취미A(4주)(주2회, 회당90분)",music_named_facility,,720,180000,180000,15000,False,False
